verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
add,target,add target,100,Not found,Not found,Not found,4.11,5,6,165.15,233.33,258.47,270.78,0,1,100,95
add,tax,add tax,100,Not found,Not found,Not found,3.89,1,6,84.254,125.94,147.02,164.68,0,1,100,91
add,tea,add tea,100,Not found,Not found,Not found,4.69,5,6,72.271,138.59,176.5,199.08,0,1,100,89
add,territory,add territory,100,Not found,Not found,Not found,3.41,3,6,170.99,267.54,308.58,331.65,0,1,100,91
add,thread,add thread,100,Not found,Not found,Not found,4.83,4,6,107.65,151.12,168.96,178.79,0,1,100,94
add,time,add time,100,27102,4.56,add time,3.07,10,6,273.83,408.51,469.17,512.74,0,1,100,95
add,tone,add tone,100,Not found,Not found,Not found,3.07,10,6,168.02,248.56,285.18,303.36,0,1,100,94
add,vehicle,add vehicle,100,Not found,Not found,Not found,4.64,4,6,135.77,243.43,288.48,318.05,0,1,100,95
add,water,add water,100,91331,7.44,add water,5.0,6,6,232.15,324.2,362.8,390.59,0,1,100,97
add,weight,add weight,100,48615,6.73,add weight,3.94,8,6,136.57,203.08,229.71,245.41,0,1,100,97
add,window,add window,100,Not found,Not found,Not found,4.86,8,6,140.8,244.66,291.16,317.16,0,1,100,95
add,winner,add winner,100,Not found,Not found,Not found,3.21,3,6,161.86,268.28,315.83,341.99,0,1,100,92
add,word,add word,100,41548,6.19,add the word,3.56,10,6,247.83,371.55,418.36,446.17,0,1,100,98
addle,brain,addle brain,100,2116,6.67,addled brain,4.69,5,2,120.31,177.7,212.37,233.34,0,1,1,91
address,abuse,address abuse,100,7015,5.45,address abuse,2.71,3,10,95.851,150.62,181.18,201.53,0,1,25,92
address,agenda,address agenda,100,Not found,Not found,Not found,2.66,2,10,133.95,192.96,217.15,230.81,0,1,25,93
address,area,address area,100,28033,6.3,address areas,3.72,6,10,263.68,404.24,463.02,501.91,0,1,25,88
address,challenge,address challenge,100,174191,9.48,address the challenges,2.11,5,10,158.7,224.89,250.88,263.63,0,1,25,93
address,change,address change,100,42373,6.92,to address climate change,2.89,10,10,169.83,260.43,300.98,324.77,0,1,25,97
address,confusion,address confusion,100,Not found,Not found,Not found,2.24,5,10,118.8,177.89,200.35,212.85,0,1,25,87
address,controversy,address controversy,100,Not found,Not found,Not found,2.29,1,10,146.19,222.23,259.61,281.54,0,1,25,84
address,crisis,address crisis,100,35564,7.72,address the crisis,2.33,2,10,139.99,213.55,249.27,271.87,0,1,25,89
address,debate,address debate,100,Not found,Not found,Not found,3.18,2,10,184.93,291.91,338.79,365.58,0,1,25,94
address,debt,address debt,100,Not found,Not found,Not found,2.72,3,10,95.713,138.45,158.61,175.87,0,1,25,88
address,disease,address disease,100,Not found,Not found,Not found,3.45,1,10,102.9,195.33,244.79,273.82,0,1,25,93
address,doubt,address doubt,100,Not found,Not found,Not found,1.79,2,10,158.05,239.27,270.23,288.3,0,1,25,88
address,fact,address fact,100,11416,5.53,address the fact that,2.72,4,10,254.34,365.67,419.85,450.64,0,1,25,98
address,fear,address fear,100,Not found,Not found,Not found,2.57,3,10,208.48,300.15,342.67,365.02,0,1,25,97
address,hate,address hate,100,Not found,Not found,Not found,1.97,1,10,60.282,84.845,95.871,102.6,0,1,25,58
address,myth,address myth,100,Not found,Not found,Not found,2.17,1,10,129.8,193.08,219.75,234.87,0,1,25,90
address,potential,address potential,100,Not found,Not found,Not found,1.91,2,10,154.16,221.87,249.35,265.29,0,1,25,97
address,press,address press,100,Not found,Not found,Not found,3.9,9,10,115.18,174.22,201.1,220.08,0,1,25,85
address,privacy,address privacy,100,Not found,Not found,Not found,1.5,2,10,60.69,97.554,110.21,116.38,0,1,25,93
address,question,address question,100,160973,8.65,address the question,3.36,6,10,211.73,299.72,335.13,354.36,0,1,25,94
address,racism,address racism,100,8579,5.83,address racism,2.36,2,10,94.579,134.49,155.54,172.51,0,1,25,86
address,relation,address relation,100,Not found,Not found,Not found,2.11,6,10,234.35,333.67,369.06,392.03,0,1,25,97
address,responsibility,address responsibility,100,Not found,Not found,Not found,1.4,3,10,139.46,206.54,231.4,249.11,0,1,25,94
address,risk,address risk,100,30382,6.82,address the risks,1.63,4,10,160.87,238.64,275.56,297.22,0,1,25,93
address,situation,address situation,100,32101,7.2,address the situation,2.03,5,10,186.49,274.89,314.53,332.46,0,1,25,98
adduce,evidence,adduce evidence,100,18410,7.32,evidence adduced,3.65,3,1,161.8,250.91,291.33,310.6,0,1,1,95
adjust,eye,adjust eye,100,4672,4.9,eyes adjusted to the,4.9,5,5,206.15,312.42,361.23,392.48,0,1,11,96
adjust,flame,adjust flame,100,Not found,Not found,Not found,4.67,1,5,93.561,139.75,160.47,173.35,0,1,11,81
adjust,glass,adjust glass,100,2710,5.31,adjusted his glasses,4.82,7,5,149.6,219.89,246.25,262.92,0,1,11,92
adjust,habit,adjust habit,100,Not found,Not found,Not found,2.76,6,5,124.43,184.5,207.67,221.79,0,1,11,85
adjust,mixture,adjust mixture,100,Not found,Not found,Not found,3.79,5,5,173.87,303.73,353.4,380.67,0,1,11,93
adjust,plan,adjust plan,100,8478,5.41,adjust plans,3.4,3,5,144.41,259.22,311.43,339.79,0,1,11,97
adjust,pose,adjust pose,100,Not found,Not found,Not found,3.33,3,5,12.162,16.888,18.741,19.754,0,1,11,54
adjust,position,adjust position,100,15096,6.57,adjust the position,2.62,16,5,229.38,325.34,362.4,380.34,0,1,11,96
adjust,spending,adjust spending,100,Not found,Not found,Not found,3.31,2,5,78.229,122.43,144.17,157.7,0,1,11,91
adjust,tone,adjust tone,100,Not found,Not found,Not found,3.07,10,5,168.02,248.56,285.18,303.36,0,1,11,94
adjust,weight,adjust weight,100,4506,5.6,adjust the weight,3.94,8,5,136.57,203.08,229.71,245.41,0,1,11,97
administer,election,administer election,100,2358,5.32,administer elections,3.17,4,5,169.32,244.01,275.67,294.49,0,1,7,94
administer,fluid,administer fluid,100,1644,5.68,administer fluids,4.73,2,5,107.21,168.71,197.48,212.55,0,1,7,88
administer,fund,administer fund,100,9837,6.74,funds administered,3.18,3,5,147.28,207.45,229.19,247.48,0,1,7,94
administer,law,administer law,100,7008,5.72,administer the law,2.57,7,5,136.56,216.4,271.88,309.43,0,1,7,95
administer,pill,administer pill,100,Not found,Not found,Not found,4.72,5,5,68.926,102.91,117.35,126.85,0,1,7,86
administer,territory,administer territory,100,2263,5.85,territory administered,3.41,3,5,170.99,267.54,308.58,331.65,0,1,7,91
administer,trust,administer trust,100,1792,5.34,administer the trust,2.04,6,5,146.8,212.51,243.01,258.24,0,1,7,95
admire,passion,admire passion,100,925,4.85,admire your passion,2.3,7,2,119.78,201.4,232.88,253.47,0,1,2,95
admire,talent,admire talent,100,1306,4.99,admire your talent,2.19,2,2,149.46,215.84,243.88,261.1,0,1,2,94
admit,blame,admit blame,100,Not found,Not found,Not found,2.06,2,8,57.303,82.246,91.476,96.689,0,1,6,56
admit,charge,admit charge,100,2494,5.01,admitted the charge,2.96,15,8,190.91,262.88,290.47,306.26,0,1,6,93
admit,doubt,admit doubt,100,Not found,Not found,Not found,1.79,2,8,158.05,239.27,270.23,288.3,0,1,6,88
admit,evidence,admit evidence,100,12251,6.48,admit evidence,3.65,3,8,161.8,250.91,291.33,310.6,0,1,6,95
admit,fact,admit fact,100,7820,5.97,admit the fact,2.72,4,8,254.34,365.67,419.85,450.64,0,1,6,98
admit,responsibility,admit responsibility,100,3266,5.29,admitted responsibility,1.4,3,8,139.46,206.54,231.4,249.11,0,1,6,94
adopt,agenda,adopt agenda,100,Not found,Not found,Not found,2.66,2,7,133.95,192.96,217.15,230.81,0,1,16,93
adopt,ban,adopt ban,100,Not found,Not found,Not found,2.37,5,7,108.72,169.3,203.52,222.15,0,1,16,92
adopt,child,adopt child,100,68336,7.83,adopted children,4.78,4,7,201.04,295.22,346.37,384.22,0,1,16,97
adopt,dog,adopt dog,100,12764,6.67,adopt a dog,4.85,7,7,104.88,197.0,248.38,285.38,0,1,16,98
adopt,habit,adopt habit,100,6337,6.05,adopted the habit,2.76,6,7,124.43,184.5,207.67,221.79,0,1,16,85
adopt,idea,adopt idea,100,9318,4.93,adopted the idea,1.61,5,7,186.11,292.47,339.77,365.76,0,1,16,99
adopt,infant,adopt infant,100,Not found,Not found,Not found,4.93,1,7,95.378,142.86,165.46,180.78,0,1,16,71
adopt,law,adopt law,100,22760,6.95,law adopted,2.57,7,7,136.56,216.4,271.88,309.43,0,1,16,95
adopt,plan,adopt plan,100,29568,6.98,plan adopted,3.4,3,7,144.41,259.22,311.43,339.79,0,1,16,97
adopt,pose,adopt pose,100,Not found,Not found,Not found,3.33,3,7,12.162,16.888,18.741,19.754,0,1,16,54
adopt,position,adopt position,100,21297,6.78,position adopted,2.62,16,7,229.38,325.34,362.4,380.34,0,1,16,96
adopt,rule,adopt rule,100,48108,8.13,adopt rules,2.57,12,7,177.48,280.06,326.59,358.7,0,1,16,96
adopt,structure,adopt structure,100,7197,5.57,structure adopted,4.03,5,7,243.93,343.97,379.8,400.18,0,1,16,96
adopt,target,adopt target,100,Not found,Not found,Not found,4.11,5,7,165.15,233.33,258.47,270.78,0,1,16,95
adopt,tax,adopt tax,100,Not found,Not found,Not found,3.89,1,7,84.254,125.94,147.02,164.68,0,1,16,91
adopt,tone,adopt tone,100,5005,5.73,tone adopted,3.07,10,7,168.02,248.56,285.18,303.36,0,1,16,94
advance,agenda,advance agenda,100,22508,8.78,advance their agenda,2.66,2,12,133.95,192.96,217.15,230.81,0,1,7,93
advance,army,advance army,100,3545,5.97,advancing army,4.7,3,12,127.38,213.56,259.99,294.17,0,1,7,96
advance,ball,advance ball,100,2999,5.01,to advance the ball,5.0,12,12,152.85,224.94,253.8,268.96,0,1,7,99
advance,conversation,advance conversation,100,Not found,Not found,Not found,3.28,1,12,166.81,255.38,299.17,324.56,0,1,7,98
advance,discussion,advance discussion,100,2710,4.88,advance the discussion,3.07,2,12,180.21,295.44,351.36,377.72,0,1,7,98
advance,idea,advance idea,100,7239,4.77,advanced the idea,1.61,5,12,186.11,292.47,339.77,365.76,0,1,7,99
advance,skill,advance skill,100,9199,5.96,advance their skills,2.17,2,12,158.2,237.46,270.14,289.39,0,1,7,86
advise,board,advise board,100,4515,5.93,advised the board,4.57,9,3,187.08,278.44,317.8,338.2,0,1,2,93
advise,fund,advise fund,100,6464,6.03,advised fund,3.18,3,3,147.28,207.45,229.19,247.48,0,1,2,94
advocate,ban,advocate ban,100,689,4.95,advocating a ban,2.37,5,2,108.72,169.3,203.52,222.15,0,1,1,92
affect,ankle,affect ankle,100,Not found,Not found,Not found,4.81,1,5,41.848,89.279,125.92,148.97,0,1,49,69
affect,area,affect area,100,57269,7.32,areas affected,3.72,6,5,263.68,404.24,463.02,501.91,0,1,49,88
affect,bone,affect bone,100,Not found,Not found,Not found,4.9,3,5,113.62,182.3,215.25,233.86,0,1,49,90
affect,brain,affect brain,100,13605,6.35,affect the brain,4.69,5,5,120.31,177.7,212.37,233.34,0,1,49,91
affect,chance,affect chance,100,Not found,Not found,Not found,1.64,5,5,145.16,211.81,236.5,250.46,0,1,49,97
affect,change,affect change,100,24600,6.13,affect change,2.89,10,5,169.83,260.43,300.98,324.77,0,1,49,97
affect,child,affect child,100,43675,6.88,children affected,4.78,4,5,201.04,295.22,346.37,384.22,0,1,49,97
affect,competition,affect competition,100,Not found,Not found,Not found,3.86,4,5,146.29,235.72,281.35,307.68,0,1,49,90
affect,confidence,affect confidence,100,Not found,Not found,Not found,2.17,5,5,114.6,160.91,178.32,187.72,0,1,49,95
affect,crop,affect crop,100,Not found,Not found,Not found,4.24,6,5,130.57,186.59,211.43,228.77,0,1,49,94
affect,disease,affect disease,100,Not found,Not found,Not found,3.45,1,5,102.9,195.33,244.79,273.82,0,1,49,93
affect,dog,affect dog,100,Not found,Not found,Not found,4.85,7,5,104.88,197.0,248.38,285.38,0,1,49,98
affect,election,affect election,100,Not found,Not found,Not found,3.17,4,5,169.32,244.01,275.67,294.49,0,1,49,94
affect,eye,affect eye,100,Not found,Not found,Not found,4.9,5,5,206.15,312.42,361.23,392.48,0,1,49,96
affect,fish,affect fish,100,Not found,Not found,Not found,5.0,4,5,164.99,237.0,271.35,292.14,0,1,49,98
affect,gravity,affect gravity,100,Not found,Not found,Not found,2.86,3,5,73.094,104.58,115.01,120.81,0,1,49,78
affect,habit,affect habit,100,Not found,Not found,Not found,2.76,6,5,124.43,184.5,207.67,221.79,0,1,49,85
affect,harvest,affect harvest,100,Not found,Not found,Not found,4.0,4,5,101.17,144.38,158.59,165.35,0,1,49,82
affect,hip,affect hip,100,Not found,Not found,Not found,4.21,5,5,90.411,129.73,157.16,172.63,0,1,49,91
affect,infant,affect infant,100,Not found,Not found,Not found,4.93,1,5,95.378,142.86,165.46,180.78,0,1,49,71
affect,leg,affect leg,100,Not found,Not found,Not found,4.83,9,5,134.48,212.33,256.38,294.07,0,1,49,97
affect,living,affect living,100,Not found,Not found,Not found,3.04,4,5,118.05,167.4,183.13,190.2,0,1,49,68
affect,marriage,affect marriage,100,Not found,Not found,Not found,2.51,4,5,196.35,296.41,331.1,348.3,0,1,49,95
affect,mind,affect mind,100,Not found,Not found,Not found,2.5,7,5,197.15,276.78,313.43,334.55,0,1,49,98
affect,muscle,affect muscle,100,Not found,Not found,Not found,4.5,5,5,91.117,146.9,175.42,195.22,0,1,49,94
affect,party,affect party,100,Not found,Not found,Not found,3.89,5,5,161.4,244.31,287.75,312.33,0,1,49,92
affect,player,affect player,100,Not found,Not found,Not found,4.15,5,5,226.69,338.56,382.77,407.1,0,1,49,94
affect,potential,affect potential,100,Not found,Not found,Not found,1.91,2,5,154.16,221.87,249.35,265.29,0,1,49,97
affect,privacy,affect privacy,100,Not found,Not found,Not found,1.5,2,5,60.69,97.554,110.21,116.38,0,1,49,93
affect,profit,affect profit,100,Not found,Not found,Not found,3.07,2,5,59.81,135.58,177.33,201.82,0,1,49,95
affect,relation,affect relation,100,Not found,Not found,Not found,2.11,6,5,234.35,333.67,369.06,392.03,0,1,49,97
affect,reputation,affect reputation,100,Not found,Not found,Not found,1.64,3,5,181.29,254.1,285.24,303.63,0,1,49,96
affect,risk,affect risk,100,7550,4.81,affect the risk,1.63,4,5,160.87,238.64,275.56,297.22,0,1,49,93
affect,satellite,affect satellite,100,Not found,Not found,Not found,4.73,3,5,85.82,137.67,159.56,170.31,0,1,49,67
affect,situation,affect situation,100,Not found,Not found,Not found,2.03,5,5,186.49,274.89,314.53,332.46,0,1,49,98
affect,skin,affect skin,100,Not found,Not found,Not found,4.79,6,5,169.4,240.84,276.4,299.07,0,1,49,97
affect,spending,affect spending,100,Not found,Not found,Not found,3.31,2,5,78.229,122.43,144.17,157.7,0,1,49,91
affect,structure,affect structure,100,10911,5.62,affect the structure,4.03,5,5,243.93,343.97,379.8,400.18,0,1,49,96
affect,success,affect success,100,Not found,Not found,Not found,2.21,4,5,194.18,295.66,331.23,349.41,0,1,49,97
affect,sugar,affect sugar,100,Not found,Not found,Not found,4.87,3,5,84.472,131.97,165.27,185.99,0,1,49,94
affect,surface,affect surface,100,Not found,Not found,Not found,4.26,6,5,249.55,357.56,402.19,427.02,0,1,49,95
affect,target,affect target,100,Not found,Not found,Not found,4.11,5,5,165.15,233.33,258.47,270.78,0,1,49,95
affect,tax,affect tax,100,Not found,Not found,Not found,3.89,1,5,84.254,125.94,147.02,164.68,0,1,49,91
affect,territory,affect territory,100,Not found,Not found,Not found,3.41,3,5,170.99,267.54,308.58,331.65,0,1,49,91
affect,throat,affect throat,100,Not found,Not found,Not found,4.97,4,5,78.256,118.6,144.46,163.8,0,1,49,82
affect,tone,affect tone,100,Not found,Not found,Not found,3.07,10,5,168.02,248.56,285.18,303.36,0,1,49,94
affect,trust,affect trust,100,Not found,Not found,Not found,2.04,6,5,146.8,212.51,243.01,258.24,0,1,49,95
affect,voter,affect voter,100,Not found,Not found,Not found,3.93,1,5,113.27,163.03,184.22,197.0,0,1,49,88
affect,weight,affect weight,100,Not found,Not found,Not found,3.94,8,5,136.57,203.08,229.71,245.41,0,1,49,97
affirm,sentence,affirm sentence,100,1474,5.24,sentence were affirmed,3.57,3,3,120.5,167.75,185.71,195.53,0,1,1,99
affix,blame,affix blame,100,299,5.42,to affix blame,2.06,2,3,57.303,82.246,91.476,96.689,0,1,2,56
affix,signature,affix signature,100,2669,7.47,affixed his signature,4.43,5,3,112.21,162.69,182.27,192.44,0,1,2,94
afford,chance,afford chance,100,2075,3.81,afforded the chance,1.64,5,4,145.16,211.81,236.5,250.46,0,1,7,97
afford,expense,afford expense,100,3114,6.02,afford the expense,2.57,3,4,166.21,247.22,277.52,295.84,0,1,7,87
afford,food,afford food,100,5730,5.47,afford food,4.8,3,4,169.07,241.2,280.07,303.04,0,1,7,97
afford,house,afford house,100,4887,5.33,afford a house,5.0,12,4,207.43,310.94,359.63,394.2,0,1,7,94
afford,living,afford living,100,Not found,Not found,Not found,3.04,4,4,118.05,167.4,183.13,190.2,0,1,7,68
afford,privacy,afford privacy,100,1895,5.81,privacy afforded,1.5,2,4,60.69,97.554,110.21,116.38,0,1,7,93
afford,wedding,afford wedding,100,Not found,Not found,Not found,3.92,3,4,114.39,181.84,210.21,227.33,0,1,7,88
age,beer,age beer,100,2280,5.14,aged beers,4.88,1,3,74.267,130.5,169.11,196.91,0,1,3,93
age,living,age living,100,Not found,Not found,Not found,3.04,4,3,118.05,167.4,183.13,190.2,0,1,3,68
age,skin,age skin,100,6877,6.38,aging skin,4.79,6,3,169.4,240.84,276.4,299.07,0,1,3,97
aggravate,crisis,aggravate crisis,100,1331,5.47,aggravate the crisis,2.33,2,2,139.99,213.55,249.27,271.87,0,1,2,89
aggravate,situation,aggravate situation,100,7621,6.58,aggravate the situation,2.03,5,2,186.49,274.89,314.53,332.46,0,1,2,98
agree,contract,agree contract,100,5534,6.23,agreed contract,4.15,3,7,157.64,239.45,272.05,289.2,0,1,4,93
agree,deal,agree deal,100,17300,7.24,agreed a deal,3.1,9,7,162.55,254.97,291.8,311.14,0,1,4,98
agree,plan,agree plan,100,8523,5.56,agreed plan,3.4,3,7,144.41,259.22,311.43,339.79,0,1,4,97
agree,target,agree target,100,3645,5.75,agreed targets,4.11,5,7,165.15,233.33,258.47,270.78,0,1,4,95
aid,doubt,aid doubt,100,Not found,Not found,Not found,1.79,2,2,158.05,239.27,270.23,288.3,0,1,3,88
aid,enemy,aid enemy,100,3165,6.11,aiding the enemy,2.83,4,2,148.22,227.71,259.5,276.9,0,1,3,96
aid,terrorist,aid terrorist,100,1237,5.73,aiding terrorists,3.64,1,2,85.007,132.96,160.49,178.63,0,1,3,90
aim,bomb,aim bomb,100,Not found,Not found,Not found,4.84,3,7,82.168,128.66,156.09,175.26,0,1,1,87
alienate,voter,alienate voter,100,2992,7.46,alienate voters,3.93,1,3,113.27,163.03,184.22,197.0,0,1,1,88
align,hip,align hip,100,Not found,Not found,Not found,4.21,5,4,90.411,129.73,157.16,172.63,0,1,1,91
allay,doubt,allay doubt,100,507,3.72,allay doubts,1.79,2,2,158.05,239.27,270.23,288.3,0,1,2,88
allay,fear,allay fear,100,13268,8.72,allay fears,2.57,3,2,208.48,300.15,342.67,365.02,0,1,2,97
allege,abuse,allege abuse,100,4341,7.48,alleging abuse,2.71,3,1,95.851,150.62,181.18,201.53,0,1,2,92
allege,fact,allege fact,100,8850,6.33,the facts alleged,2.72,4,1,254.34,365.67,419.85,450.64,0,1,2,98
alleviate,confusion,alleviate confusion,100,1269,5.89,alleviate confusion,2.24,5,2,118.8,177.89,200.35,212.85,0,1,3,87
alleviate,crisis,alleviate crisis,100,2672,6.29,alleviate the crisis,2.33,2,2,139.99,213.55,249.27,271.87,0,1,3,89
alleviate,fear,alleviate fear,100,4193,6.74,alleviate fears,2.57,3,2,208.48,300.15,342.67,365.02,0,1,3,97
allocate,asset,allocate asset,100,2405,5.47,assets allocated,2.92,1,1,117.12,175.48,205.56,224.4,0,1,7,91
allocate,blame,allocate blame,100,Not found,Not found,Not found,2.06,2,1,57.303,82.246,91.476,96.689,0,1,7,56
allocate,expense,allocate expense,100,2213,5.65,allocate expenses,2.57,3,1,166.21,247.22,277.52,295.84,0,1,7,87
allocate,fund,allocate fund,100,39801,8.83,funds allocated,3.18,3,1,147.28,207.45,229.19,247.48,0,1,7,94
allocate,money,allocate money,100,17676,6.3,money allocated,4.54,3,1,103.44,164.62,189.47,205.68,0,1,7,97
allocate,responsibility,allocate responsibility,100,2905,5.2,allocate responsibility,1.4,3,1,139.46,206.54,231.4,249.11,0,1,7,94
allocate,spending,allocate spending,100,Not found,Not found,Not found,3.31,2,1,78.229,122.43,144.17,157.7,0,1,7,91
allot,time,allot time,100,24707,5.04,the allotted time,3.07,10,3,273.83,408.51,469.17,512.74,0,1,1,95
